RefSeq Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ptprz1	510.598674	0.225387249	0.069714464	3.233005537	0.001224952	0.037233651
Racgap1	94.09612102	0.386974412	0.113050212	3.423031283	0.000619269	0.023101351
Rad54b	102.9818273	0.389244795	0.107598297	3.617573936	0.000297377	0.013443726
Ranbp6	429.3682166	0.278952979	0.069697628	4.002331018	6.27e-05	0.00410537
Rassf4	279.6223219	0.188494631	0.064818607	2.908032748	0.003637102	0.076992552
Rassf8	340.6422488	0.183658482	0.062493049	2.938862566	0.003294191	0.071992956
Rbm5	1082.195377	0.107840596	0.038838836	2.776617606	0.005492776	0.098326219
Rcvrn	9949.51606	0.263476225	0.055988205	4.705923788	2.53e-06	0.000328812
Rexo4	275.5404449	0.22546703	0.070828469	3.183282543	0.001456154	0.041875234
Rhobtb1	188.3460688	0.321051419	0.105978876	3.029390673	0.002450476	0.059718914
Rnf113a2	307.4201768	0.296963773	0.076297587	3.892177761	9.93e-05	0.005856067
Rnf150	2162.724398	0.155275904	0.04123309	3.765808064	0.000166011	0.008434164
Rnf181	608.8457821	0.223264167	0.056531633	3.949367028	7.84e-05	0.004782666
Rnf207	711.0112569	0.266750841	0.074728851	3.569583073	0.00035755	0.0150185
Rnpc3	372.4484438	0.361483207	0.090730622	3.984136745	6.77e-05	0.004352815
Rp1	25505.72929	0.148739709	0.039586153	3.757367147	0.00017171	0.008641411
Rpl23a	1416.67344	0.208172741	0.058427772	3.562907396	0.00036677	0.01528543
Rpl3	1462.302515	0.189298263	0.062901737	3.009428206	0.002617399	0.061918034
Rps21	722.5906732	0.186763285	0.062191302	3.003045101	0.002672928	0.0629766
Rps8	2188.52779	0.187852615	0.059963808	3.132766596	0.001731671	0.047722091
Scn4a	159.5686087	0.512991428	0.093259534	5.500686155	3.78e-08	7.91e-06
Sdhaf2	263.223238	0.214369237	0.071110469	3.014594594	0.00257323	0.061352945
Seh1l	162.807597	0.295891646	0.102399461	2.889582059	0.003857543	0.079321399
Selenbp1	71.37140518	0.769600532	0.138240342	5.567119696	2.59e-08	5.64e-06
Sfrs18	1978.08404	0.204926732	0.056776323	3.609369579	0.000306942	0.013759516
Sgtb	1069.195535	0.162378885	0.050717464	3.201636487	0.001366493	0.040497545
Sik2	1057.748567	0.611062788	0.074860643	8.162670899	3.28e-16	3.5e-13
Slc1a7	671.7008767	0.1734494	0.052724635	3.289722181	0.001002863	0.032324925
Slc25a33	610.8982066	0.176735462	0.063288271	2.792546841	0.00522949	0.095194731
Slc25a35	200.2857352	0.225081522	0.080225299	2.805617726	0.005022023	0.093344888
Slc39a10	651.974276	0.186119488	0.061985706	3.002619487	0.002676669	0.0629766
Slc4a10	1342.92822	0.22424628	0.058943816	3.804407257	0.000142144	0.007591237
Slc5a8	51.5707276	0.60220363	0.182345149	3.30254813	0.000958106	0.031549499
Snapc3	208.647288	0.237920418	0.077315772	3.077255912	0.002089159	0.054877656
Snhg12	181.5593721	0.255260802	0.091283304	2.796358032	0.005168211	0.095057227
Snord104	40.70101341	0.500384394	0.178216428	2.807734393	0.004989136	0.092895444
Snrnp70	1712.925132	0.180694959	0.054816269	3.296374631	0.000979413	0.032076459
Srek1ip1	128.7620422	0.328818116	0.101667898	3.234237367	0.00121968	0.037179343
Srp54c	260.8430539	0.249399977	0.078204546	3.189072632	0.0014273	0.041412687
Srpk2	1924.598816	0.124331763	0.035800412	3.472914303	0.00051484	0.020046806
St13	1965.576904	0.165899183	0.044472704	3.730359709	0.000191207	0.009357721
St6gal2	178.9110922	0.3149401	0.093149099	3.381032165	0.000722141	0.025391773
Stip1	1535.300327	0.181482348	0.050993962	3.558898741	0.000372413	0.015395578
Stmn4	158.8873449	0.277227315	0.097021081	2.857392556	0.004271372	0.084748624
Taf12	218.3675209	0.258878163	0.081421398	3.179485586	0.001475367	0.042313686
Thoc5	962.3033232	0.136010559	0.046603246	2.918478211	0.003517445	0.075356659
Tmem20	109.9597916	0.464040917	0.157309531	2.949858873	0.003179191	0.070517235
Tmem218	151.1535489	0.344176542	0.105966132	3.247986276	0.001162249	0.035942122
Tmem50b	720.1491949	0.23209723	0.059963477	3.870643259	0.000108549	0.006260024
Top1	1396.867426	0.153035599	0.052547307	2.91233954	0.003587325	0.076241366
Tra2a	968.1247186	0.196936768	0.06529532	3.016093155	0.002560546	0.06125216
Trnp1	2032.15286	0.15882147	0.045059164	3.52473183	0.000423912	0.016750792
Tspan5	1379.740911	0.133768753	0.038263249	3.496011356	0.000472269	0.018592744
Txndc16	548.9402074	0.170884805	0.053451845	3.196986116	0.001388716	0.041042139
Uqcrh	631.0542873	0.240952575	0.056975104	4.229085314	2.35e-05	0.002051975
Vbp1	460.2622739	0.212803692	0.072233862	2.94603787	0.00321873	0.071245182
Wapal	2312.156036	0.088234166	0.030291812	2.912805783	0.003581973	0.076241366
Wdr20a	402.3623891	0.249837893	0.057073752	4.377456951	1.2e-05	0.00116459
Wdr78	2161.146905	0.242319463	0.061069317	3.967941255	7.25e-05	0.00460394
Xbp1	675.8533412	0.320184319	0.084766776	3.777238385	0.000158577	0.008105031
Ythdc1	1591.454847	0.162241089	0.045599433	3.557962876	0.000373742	0.015395578
Zdhhc5	3114.887829	0.218529591	0.047952832	4.557178011	5.18e-06	0.000582252
Zfand6	724.511716	0.140504883	0.049928777	2.814106256	0.004891306	0.091423928
Zfc3h1	1792.55543	0.173525032	0.044760479	3.876746545	0.000105863	0.006138301
Zfp187	1140.630161	0.166752659	0.043517577	3.831846135	0.000127185	0.006958665
Zfp329	684.0325598	0.221109599	0.055896837	3.955672799	7.63e-05	0.004734031
Zfp472	105.5324105	0.360780438	0.118706878	3.039254717	0.002371642	0.058981475
Zfp791	103.0784438	0.365240863	0.115405616	3.164844788	0.001551657	0.043911481
Zfp810	212.4695407	0.263323943	0.083478294	3.154400143	0.001608284	0.045154691
Zfp97	87.52464133	0.389069131	0.129681038	3.000200621	0.002698018	0.063264083
Zfr	3945.392082	0.120447562	0.02967026	4.059538478	4.92e-05	0.003451267
Zmat1	258.1526047	0.280453398	0.069352647	4.043874442	5.26e-05	0.003666167
Zmym5	881.1227679	0.131803936	0.039010502	3.378678255	0.000728352	0.025391773
Zrsr1	838.6508096	0.170960789	0.050503702	3.385114013	0.000711487	0.025387473
